QUERY;CIRCE;SEMANTIC;OVERLAP
vendita prodotti alimentari;['47.11.4'];['47.29.9', '46.23.0', '47.11.5', '35.14.0', '46.38.9', '46.38.3', '46.33.2', '47.81.0', '47.29.3'];0
street societa' cooperativa;['n.c.   '];['64.99.1', '52.21.6', '64.99.4', '49.41.0', '94.99.4', '64.19.1', '47.89.0', '77.21.0', '38.11.0', '19.10.0'];0
lavori di muratura;['43.39.0'];['43.33.0', '43.29.0', '43.91.0', '42.91.0', '84.25.1', '43.39.0', '25.62.0', '43.99.0'];1
lavorazione e trasformazione sale;['17.12.0'];['20.16.0', '23.12.0', '24.20.2', '08.93.0', '10.20.0', '27.11.0', '10.61.3', '32.40.1', '10.89.0', '10.83.0'];0
ministero beni culturali;['84.12.4'];['47.79.2', '47.78.3', '84.12.4', '91.02.0', '46.49.9', '90.04.0', '84.21.0', '90.03.0', '91.03.0', '79.90.1'];1
vendita minuto e all'ingrosso ferramenta;['46.74.1'];['47.52.1', '46.69.9', '46.49.9', '46.62.0', '46.66.0', '46.44.2', '46.48.0', '46.73.2', '46.74.1', '46.42.4'];1
vendita ricambi elettronici;['46.69.9', '45.40.2', '46.52.0'];['47.54.0', '95.21.0', '46.52.0', '46.43.1', '95.22.0', '26.11.0', '46.69.2', '35.14.0', '47.41.0', '47.43.0'];1
attivita relative ai beni immobili affitti intermediazioni e consulenze;['68.31.0', '68.20.0'];['68.32.0', '69.10.1', '64.99.1', '68.31.0', '66.19.2', '68.20.0', '64.99.5', '74.90.9', '97.00.0'];1
commercio al dettaglio di carni e di prodotti a base di carne;['47.22.0'];['47.23.0', '47.54.0', '47.26.0', '47.29.1', '47.71.4', '47.22.0', '45.32.0', '46.32.2', '47.81.0', '47.29.3'];1
impresa edile acquisto immobili;['68.31.0', '68.20.0', '41.20.0'];['64.99.1', '41.10.0', '43.12.0', '42.91.0', '68.10.0', '68.31.0', '64.19.1', '68.20.0', '74.90.9'];1
locazione terreno commerciale;['n.c.   ', '68.20.0'];['73.12.0', '69.20.1', '77.39.9', '77.29.1', '35.14.0', '68.20.0', '77.31.0', '74.90.9', '96.03.0'];1
servizi vari imprese;['01.61.0', 'n.c.   ', '81.29.9', '73.20.0', '82.99.9'];['82.11.0', '75.00.0', '80.30.0', '69.20.1', '49.42.0', '80.10.0', '68.20.0', '82.99.9', '96.02.0', '79.90.1'];1
servizio di arte terapia;['86.90.2'];['90.02.0', '81.29.1', '85.52.0', '87.20.0', '94.91.0', '90.03.0', '82.99.9', '96.02.0', '86.90.3'];0
intermediari commercio ricambi;['46.19.0'];['64.99.1', '52.29.2', '73.12.0', '46.18.9', '45.31.0', '46.17.0', '45.40.1', '45.40.2', '64.99.5', '45.19.0'];0
associazione sportiva danza;['93.12.0', '85.51.0'];['94.99.2', '46.16.0', '85.51.0', '85.52.0', '84.12.4', '94.11.0', '94.12.2', '93.19.1', '93.12.0', '93.19.9'];1
commercio al dettaglio articoli puericultura pesante;['47.65.0'];['47.52.1', '47.51.1', '47.65.0', '47.78.9', '47.71.2', '47.26.0', '47.71.1', '47.78.3'];1
farmacista in strutture di terzi;['47.73.1'];['82.11.0', '46.46.1', '47.73.1', '52.10.2', '70.21.0', '69.20.1', '87.10.0', '47.73.2', '46.18.3', '02.40.0'];1
disegno tecnico cad;['74.10.3'];['71.12.3', '43.91.0', '71.20.1', '30.30.0', '71.12.2', '26.12.0', '26.51.2', '90.03.0', '74.90.9', '74.10.3'];1
agente rappresentante spazi pubblicitari;['73.12.0'];['46.16.0', '66.22.0', '46.15.0', '73.12.0', '46.18.9', '46.18.2', '46.17.0', '46.11.0', '43.29.0'];1
produzione e vendita prodotti a base di latte;['10.13.0', '10.51.2'];['47.29.1', '01.41.0', '10.85.0', '01.45.0', '10.82.0', '47.22.0', '26.60.0', '10.51.2', '10.89.0', '46.33.1'];1
tulps co lett a;['31.09.1'];['10.84.0', '08.92.0', '43.91.0', '01.15.0', '13.92.2', '01.49.3', '01.16.0', '10.39.0', '10.83.0', '19.10.0'];0
imntermedizione e provvigioni;['35.21.0'];['43.33.0', '33.12.1', '13.30.0', '43.91.0', '18.14.0', '60.20.0', '43.13.0', '74.30.0', '82.92.2', '82.92.1'];0
commercio di dispositivi elettromedicali;['47.74.0', '26.60.0', '46.46.3'];['47.52.1', '47.54.0', '46.46.1', '47.78.2', '46.52.0', '46.43.1', '46.69.2', '35.14.0', '47.74.0', '46.46.3'];1
laboratorio artigianale produzione e vendita cibi da asporto;['56.10.2'];['28.24.0', '25.99.1', '56.10.2', '32.50.1', '10.85.0', '31.02.0', '23.44.0', '26.70.2', '10.13.0'];1
progettazione sviluppo ingegneristico;['71.12.1', '62.01.0', '71.12.2', '72.19.0'];['62.02.0', '30.12.0', '81.10.0', '30.30.0', '62.01.0', '71.12.2', '71.12.1', '72.19.0', '68.20.0'];1
gestione stabilimenti balneari;['93.29.2'];['93.13.0', '93.11.3', '93.11.1', '93.29.2', '93.11.9', '03.21.0', '96.04.2', '49.50.2', '93.11.2', '49.50.1'];1
confezionamento prodotti non alimentari;['82.92.2'];['23.99.0', '10.85.0', '20.59.9', '10.91.0', '27.52.0', '27.33.0', '10.89.0', '82.92.2', '82.92.1', '20.59.5'];1
negozio di strumenti musicali;['47.59.6'];['47.59.6', '47.52.1', '33.19.0', '46.49.9', '95.29.0', '32.20.0', '59.20.3', '32.40.2', '47.63.0', '47.43.0'];1
commercio prodotti stimolanti per piante vegetali;['46.33.2'];['73.11.0', '01.27.0', '47.89.0', '01.61.0', '46.46.2', '47.76.1', '20.20.0', '46.22.0', '46.75.0', '47.78.3'];0
insegnamento lingua straniera freelance;['85.59.3'];['85.59.9', '56.10.4', '85.52.0', '70.21.0', '66.19.2', '49.42.0', '85.59.3', '58.29.0', '74.30.0', '96.02.0'];1
consulenza attivita industriale;['70.22.0'];['62.02.0', '69.10.1', '74.90.2', '70.22.0', '74.10.1', '66.19.2', '74.90.9'];1
cura alla persona;['20.42.0'];['85.59.9', '95.11.0', '86.90.2', '75.00.0', '87.20.0', '95.29.0', '96.09.0', '86.10.2', '56.29.1', '86.90.3'];0
approvvigionamento mezzi per l'agricoltura;['46.61.0'];['33.12.6', '28.30.1', '47.52.4', '46.69.1', '01.61.0', '49.41.0', '28.30.9', '77.31.0', '20.20.0', '33.12.7'];0
commercio dettaglio calzature da lavoro;['47.72.1', '15.20.1'];['15.20.1', '47.51.1', '47.72.1', '47.79.3', '47.82.0', '47.78.1', '47.64.1', '47.41.0', '47.71.1', '46.42.4'];1
noleggio con operatore di strutture ed attrezzature per manifestazioni e spettacoli settore attivita;['90.02.0'];['77.29.9', '90.02.0', '51.10.2', '77.39.9', '51.21.0', '77.31.0', '43.99.0', '93.29.9', '77.21.0'];1
commercio al dettaglio borse;['47.72.2'];['47.54.0', '47.51.1', '47.72.1', '47.79.3', '47.25.0', '47.11.5', '47.41.0', '45.32.0', '47.26.0', '47.59.5'];0
addetti alla contabilitaddetti alla contabilita;['69.20.1'];['74.90.1', '66.22.0', '64.19.4', '28.23.0', '69.20.1', '74.10.9', '66.21.0'];1
attiviti costruzione, commercializzazione, vendita di stabilimenti, impianti, macchine, parti ausiliarie e complementari, di prodotti e servizi che comunque interessino il settore siderurgico, metallurgico e impiantistico;['28.91.0'];['30.91.1', '28.29.2', '84.13.3', '46.14.0', '28.41.0', '32.30.0', '25.11.0', '23.69.0', '32.50.1', '28.94.1'];0
commercio all'ingrosso materiale elettrico;['46.47.3'];['47.54.0', '46.52.0', '46.43.1', '47.59.3', '46.49.9', '46.47.3', '46.69.2', '35.14.0', '47.59.2'];1
tutor dell apprendimento;[];['85.59.9', '62.02.0', '85.51.0', '55.90.2', '85.52.0', '85.59.3', '85.60.0', '85.59.2'];0
artigiano di mobili;['31.09.1'];['23.70.1', '31.09.5', '46.15.0', '31.02.0', '95.24.0', '46.47.1', '16.23.2', '31.09.1', '31.09.4'];1
casa della comunitcasa della comunita;['55.10.0'];['64.19.4', '55.90.2', '87.20.0', '56.29.1', '87.30.0', '95.29.0', '87.90.0', '56.30.0', '16.23.2', '97.00.0'];0
docenza di marketing;['73.20.0'];['46.46.1', '73.11.0', '70.22.0', '70.21.0', '69.20.1', '56.10.1', '86.23.0', '82.99.9', '66.11.0'];0
casa faiglia anziani autosufficenti;['87.10.0'];['98.20.0', '87.20.0', '88.10.0', '87.30.0', '87.10.0', '96.09.0', '87.90.0', '16.23.2', '98.10.0', '31.09.1'];1
associazione sportiva dilettantistica automobilismo;['94.99.2', '93.12.0'];['45.20.1', '66.22.0', '49.41.0', '45.20.4', '94.11.0', '94.99.6', '94.12.2', '93.12.0', '94.99.2', '45.20.9'];1
fabbricazione e vendita oggetti;['25.99.3', '16.29.1', '32.30.0', '20.41.2', '25.71.0', '22.29.0', '17.29.0'];['32.99.3', '25.99.3', '32.30.0', '25.40.0', '32.40.1', '23.19.2', '32.12.1', '32.40.2', '31.09.4', '47.78.3'];1
vendita on line auto;['45.11.0'];['47.91.2', '47.91.1', '45.11.0', '45.31.0', '45.40.2', '45.32.0', '47.91.3', '92.00.0', '45.19.0', '18.12.0'];1
autista di camion;['49.41.0'];['49.20.0', '45.20.1', '52.21.6', '85.32.0', '49.41.0', '49.32.1', '77.12.0', '51.21.0', '94.99.2', '45.20.9'];1
bar, caffe', anche con servizi di tavola calda e fredda, internet, ricevitorie totocalcio, totip e lotto, vendita biglietti lotterie, servizi lottomatica, valori bollati, compresa torrefazione e tabacchi non coesistenti con discoteche nights senza produzione propria di pasticceria e gelateria;['56.30.0'];['46.18.1', '18.12.0', '96.01.2', '47.25.0', '93.11.9', '56.10.1', '46.17.0', '93.12.0', '92.00.0', '33.20.0'];0
valutatore della qualitegli annunci;[];['78.10.0', '66.22.0', '71.20.1', '58.12.0', '80.30.0', '66.19.2', '82.91.2', '92.00.0', '66.11.0'];0
intermediario vendita auto;['45.11.0'];['64.99.1', '73.12.0', '52.29.2', '45.11.0', '45.31.0', '45.40.1', '45.40.2', '45.19.0'];1
fabbricazione e rigenerazione ricambi;['30.30.0'];['33.12.9', '30.92.1', '27.90.0', '22.11.2', '30.91.2', '26.20.0', '27.11.0', '25.73.1', '13.99.1', '30.92.2'];0
posa in opera di infissi, arredi, controsoffitti, pareti mobili e simili;['43.32.0'];['43.33.0', '45.20.4', '43.32.0', '95.24.0', '43.34.0', '43.29.0', '43.99.0'];1
riparazione e manutenzione di navi commerciali e imbarcazioni da diporto;['33.15.0'];['33.12.1', '95.11.0', '33.11.0', '33.12.4', '33.15.0', '33.16.0', '33.12.5'];1
rivendita articoli sportivi;['47.64.1'];['73.11.0', '47.71.1', '14.19.2', '46.42.1', '32.30.0', '47.64.1', '93.19.1', '93.12.0', '46.49.4', '77.21.0'];1
trasporto conto terzi di merce su strada;['49.41.0'];['49.20.0', '46.69.1', '49.41.0', '50.20.0', '49.50.2', '51.21.0', '02.40.0', '77.39.1', '50.40.0', '52.24.4'];1
associazione ludico culturale;['94.99.2'];['85.52.0', '84.12.4', '94.11.0', '94.99.6', '94.12.2', '93.12.0', '93.19.1', '93.29.9', '94.99.2', '79.90.1'];1
agenzia d affari vigilanza;['73.12.0', '45.11.0'];['66.22.0', '80.30.0', '94.11.0', '64.11.0', '80.10.0', '80.20.0', '79.11.0', '82.91.2', '66.29.0', '66.11.0'];0
scerbatura e giardinaggio;['81.30.0'];['01.23.0', '01.19.1', '01.30.0', '02.10.0', '95.22.0', '47.75.2', '75.00.0', '01.63.0', '01.64.0', '01.19.9'];0
reti da recinzioni;['25.93.1'];['45.20.1', '33.19.0', '95.11.0', '33.14.0', '43.91.0', '13.94.0', '95.12.0', '33.11.0', '26.30.2', '13.99.2'];0
vendita biglietti trenitalia;['52.21.1'];['47.91.2', '73.12.0', '47.91.1', '45.11.0', '49.10.0', '45.19.0', '35.14.0', '92.00.0', '47.91.3', '47.78.3'];0
servizi inerente l'impiantistica;['93.29.2', '43.22.0', 'n.c.   '];['82.11.0', '62.02.0', '81.10.0', '71.12.2', '80.30.0', '71.12.1', '80.20.0', '74.90.9', '96.02.0', '30.11.0'];0
sondaggi mercati nazionali;['73.20.0'];['66.22.0', '80.30.0', '84.22.0', '64.19.1', '73.20.0', '47.11.2', '63.12.0', '82.91.2', '56.29.1', '66.11.0'];1
tecnico automazione industriale;['28.99.2'];['28.23.0', '81.22.0', '20.11.0', '27.52.0', '90.03.0', '74.90.9', '26.51.1', '74.10.3', '33.20.0'];0
commercio dettaglio abbigli;['47.71.1'];['47.54.0', '47.51.1', '47.25.0', '47.64.1', '47.11.5', '47.41.0', '47.26.0', '47.71.1', '47.29.3', '47.78.3'];1
intermediazione commercio luce;['46.19.0'];['64.99.1', '47.59.3', '73.12.0', '68.31.0', '45.31.0', '46.47.3', '35.14.0', '61.90.9', '64.99.5', '74.90.9'];0
falegnameria, costruzione mobili porte e finestre;['16.23.1'];['23.70.1', '25.12.1', '31.01.2', '16.23.1', '31.02.0', '16.23.2', '32.50.1', '31.09.4', '31.09.1'];1
attiviti consulenza nel campo dell'energia;['74.90.1'];['62.02.0', '69.10.1', '74.90.2', '70.22.0', '66.19.2', '74.90.3', '69.20.3'];0
fabbricazione di macchine per la formatura dei metalli e di altre macchine utensili;['28.41.0', '46.62.0'];['33.12.9', '25.99.3', '28.29.2', '31.01.2', '28.41.0', '28.95.0', '28.30.9', '28.91.0', '25.11.0', '28.99.9'];1
confezionamento prodotti cosmetici;['82.92.2'];['32.99.3', '14.20.0', '14.12.0', '20.14.0', '20.59.9', '13.92.1', '20.53.0', '20.59.1', '82.92.1', '20.42.0'];0
commercializzazione al dettaglio abbigliamento;['46.42.1'];['47.71.4', '47.51.1', '46.42.1', '47.72.1', '47.79.3', '47.71.3', '46.41.1', '47.25.0', '47.26.0', '47.71.1'];1
commercio all ingtros;['n.c.   '];['46.46.1', '46.52.0', '46.72.2', '46.42.1', '46.34.1', '46.48.0', '46.73.2', '46.41.1', '46.76.3', '46.42.4'];0
gestione attivita sviluppo;['62.01.0'];['93.13.0', '52.21.1', '93.11.3', '93.11.1', '01.61.0', '93.11.9', '84.12.3', '93.11.2', '68.20.0', '82.99.9'];0
servizi degli studi medici di medicina generico;['86.22.0', '86.21.0'];['69.10.1', '86.22.0', '80.30.0', '86.21.0', '96.09.0', '86.23.0', '86.10.1', '82.99.9', '96.02.0'];1
commercio ingrosso casalinghi;['46.49.9'];['46.42.2', '46.37.0', '46.42.1', '46.43.1', '46.69.2', '46.73.2', '46.44.2', '46.41.1', '46.76.3', '46.42.4'];0
consulente tecnico amministrativo;['n.c.   '];['62.02.0', '74.90.1', '69.10.1', '74.90.2', '69.20.1', '66.19.2', '69.20.3', '74.90.9'];0
trasporto merci strada;['49.41.0'];['49.20.0', '52.24.3', '49.41.0', '49.32.1', '50.20.0', '49.50.2', '51.21.0', '51.22.0', '50.40.0', '52.24.4'];1
ristorazione e catering;['56.21.0'];['56.10.4', '56.10.5', '56.10.3', '47.22.0', '96.09.0', '56.10.1', '56.21.0', '82.92.1', '85.59.2'];1
produzione cassette pronto soccorso;['46.46.3'];['15.20.1', '27.90.0', '23.52.2', '26.40.0', '26.60.0', '10.13.0', '17.29.0', '32.99.4', '10.71.2', '32.50.1'];0
pizzeria a taglio;['56.10.2'];['16.10.0', '56.10.2', '56.10.4', '14.13.2', '10.85.0', '47.11.3', '56.30.0', '25.62.0', '53.20.0', '10.39.0'];1
direzione didattica de amicis;['84.12.2'];['85.53.0', '85.51.0', '88.91.0', '85.52.0', '94.12.2', '85.60.0', '03.22.0', '66.11.0'];0
fabbricazione di altri prodotti in metallo;['32.99.9', '16.29.1', '10.89.0', '25.99.9', '17.29.0'];['25.99.1', '23.49.0', '25.99.3', '32.99.1', '33.11.0', '31.01.2', '20.59.9', '25.91.0', '26.11.0', '25.93.1'];0
sicurezza di processo;['74.90.2'];['15.20.1', '74.90.2', '71.20.2', '32.99.1', '80.30.0', '20.51.0', '84.23.0', '96.03.0', '47.59.5'];1
assemblaggi di componenti;['31.09.2', '27.51.0', 'n.c.   ', '26.11.0', '32.40.2', '31.09.1'];['24.53.0', '26.70.1', '29.31.0', '26.12.0', '26.11.0', '28.25.0', '41.20.0', '25.11.0', '31.09.4', '33.20.0'];1
consulenza tecnica auto e moto;['71.20.2', '45.11.0'];['62.02.0', '45.20.1', '33.12.1', '74.90.2', '30.91.2', '45.20.4', '45.40.3', '45.20.3', '74.90.9', '33.12.5'];0
installazione strumentazione elettronica;['45.20.3', '46.52.0', '33.20.0'];['43.29.0', '45.20.3', '43.21.0', '62.09.0', '33.20.0'];1
supporto alla vendita;['46.18.1'];['58.11.0', '73.11.0', '90.02.0', '82.19.0', '46.49.9', '70.22.0', '69.20.1', '47.41.0', '46.43.2', '47.91.3'];0
agenti e rappresentanti metalli;['46.12.0'];['46.16.0', '46.15.0', '46.14.0', '46.12.0', '46.18.9', '46.18.2', '46.11.0'];1
trasporto ferroviario merci;['49.20.0'];['49.20.0', '52.24.3', '49.41.0', '49.10.0', '50.20.0', '52.24.1', '51.21.0', '51.22.0', '50.40.0', '52.24.4'];1
mediazione di affari;['46.19.0'];['46.18.1', '64.99.1', '73.12.0', '66.12.0', '68.31.0', '46.17.0', '66.19.2', '46.18.3', '61.90.9', '64.99.5'];0
studio, lorganizzazione, la realizzazione di attivitdi propaganda e promozione e di relazioni pubbliche in gene re, a favore di atleti agonisti e non, di tutte le discipline sportive;['70.21.0'];['73.11.0', '60.10.0', '84.12.4', '94.99.1', '32.30.0', '94.11.0', '73.20.0', '93.19.1', '63.91.0', '93.19.9'];0
costruzione macchine ed apparecchiature industrialiu;['28.92.0', '28.23.0', '28.49.0', '28.30.9', '28.93.0', '28.99.1', '28.94.1'];['28.23.0', '29.31.0', '32.99.1', '26.20.0', '25.40.0', '28.22.0', '28.11.1', '25.11.0', '28.99.9', '33.20.0'];1
confezione in serie di abbigliamento;['14.13.1'];['14.11.0', '14.13.2', '14.19.2', '14.13.1', '14.20.0', '14.12.0', '14.14.0', '13.92.1', '47.71.1', '14.19.1'];1
colture miste vitivinicole;['01.21.0'];['01.27.0', '11.02.1', '01.50.0', '11.01.0', '01.29.0', '01.16.0', '01.21.0', '11.02.2', '01.11.4', '01.19.2'];1
servizi riabilitativi infermieristici;['86.90.2'];['65.20.0', '81.10.0', '81.29.1', '75.00.0', '86.22.0', '87.20.0', '80.30.0', '87.10.0', '96.02.0'];0
vendita dettaglio chincaglierie;['47.78.3'];['47.52.1', '47.52.4', '47.78.9', '46.18.9', '47.26.0', '47.89.0', '47.79.2', '47.78.3'];1
produzione e fornitura energia elettrica;['35.11.0', '35.14.0'];['02.20.0', '35.11.0', '29.31.0', '27.32.0', '35.12.0', '27.11.0', '35.13.0', '35.14.0', '27.12.0', '27.20.0'];1
cuoco in alberhi;['96.09.0'];['55.10.0', '56.10.4', '25.99.3', '49.41.0', '56.10.1', '56.30.0', '56.21.0', '01.49.1', '96.02.0', '10.83.0'];0
produz materiali tessili per la casa;['13.10.0', '46.41.9', '47.51.1', '47.53.1', '13.92.2', '13.20.0', '17.22.0'];['46.16.0', '13.99.9', '47.51.1', '31.02.0', '47.82.0', '01.16.0', '20.59.6', '31.09.1', '38.11.0', '28.94.1'];1
creazione borse e maglioni uncinetto;['15.12.0'];['73.11.0', '32.99.3', '82.19.0', '95.29.0', '17.23.0', '25.73.1', '32.40.1', '32.12.1', '32.40.2', '14.19.1'];0
fornitura servizi pullman;['78.10.0'];['81.29.1', '75.00.0', '52.29.2', '94.91.0', '49.42.0', '80.10.0', '35.30.0', '53.20.0', '29.10.0', '49.39.0'];0
ariete soc coop;['n.c.   '];['10.84.0', '84.30.0', '66.22.0', '94.11.0', '64.19.1', '10.51.2', '84.23.0', '94.99.2', '38.22.0', '19.10.0'];0
locazione commerciale di beni mobili;['64.91.0', '77.29.9', '68.20.0'];['64.99.1', '46.65.0', '73.12.0', '77.39.9', '77.29.1', '46.47.1', '68.20.0', '74.90.9', '47.79.2'];1
vendita prodotti per inalazione;['n.c.   ', '47.64.1', '47.78.6', '46.31.1', '46.19.0', '47.78.3'];['73.11.0', '46.37.0', '47.52.4', '47.59.3', '46.74.2', '46.47.3', '46.73.2', '46.35.0', '46.75.0', '47.78.3'];1
attiviti costruzione di altre opere di ingegneria esclusi edifici;['42.99.0'];['42.99.0', '43.29.0', '16.29.1', '43.39.0', '71.11.0', '42.91.0', '71.12.1', '41.20.0', '43.99.0', '16.23.2'];1
costruzione, assistenza e manutenzione di ascensori e montacarichi, costruzione, assistenza e manutenzione di impianti elettrici;['43.29.0'];['43.22.0', '33.14.0', '33.12.3', '95.22.0', '71.12.1', '28.22.0', '43.29.0', '45.20.3', '43.21.0'];1
commercio online prodotti senza magazzino;['47.91.1'];['46.76.9', '46.34.2', '47.19.9', '46.52.0', '46.72.2', '47.59.2', '47.91.1', '46.39.1', '46.31.1', '46.90.0'];1
fabbricazione di altre macchine ed attrezzature per impieghi speciali nca tramite conto terzi;['28.99.9'];['27.90.0', '32.99.9', '32.99.1', '28.29.9', '29.32.0', '20.59.9', '28.49.0', '28.22.0', '27.33.0', '28.99.9'];1
servizi web e ecommerce;['63.11.3', '47.91.1'];['69.10.1', '85.60.0', '63.11.3', '45.11.0', '69.20.1', '63.12.0', '63.11.1', '53.20.0', '96.02.0'];1
tecnico suono musicale;['90.02.0', '59.20.3'];['85.52.0', '46.49.9', '95.29.0', '26.40.0', '32.20.0', '59.20.3', '59.20.2', '90.03.0', '32.40.2', '74.10.3'];1
strutture di assistenza residenziale per anziani cod reg;['87.10.0'];['82.11.0', '86.10.4', '87.20.0', '88.10.0', '87.30.0', '87.10.0', '87.90.0', '55.20.5', '88.99.0', '68.20.0'];1
commercio ingrosso aliemtari preconezionati all'origine;['46.39.2'];['46.73.1', '46.72.1', '46.72.2', '46.73.2', '46.38.9', '46.41.1', '46.76.3', '46.90.0', '46.38.3'];0
acquisto, vendita e gestione per proprio conto di partecipazioni;['68.32.0'];['68.32.0', '69.20.1', '68.10.0', '64.99.3', '68.31.0', '84.13.7', '35.14.0', '02.40.0', '74.90.9', '66.19.3'];1
commercio all ingrosso specializzato di prodotti alimentari;['46.39.2', '46.38.9', '46.33.2'];['47.54.0', '46.42.1', '46.34.1', '46.39.2', '46.39.1', '47.29.9', '46.35.0', '46.38.9', '46.76.3', '46.90.0'];1
commercio generi alimentari;['47.11.4'];['46.36.0', '47.51.1', '46.21.1', '47.24.1', '46.41.1', '47.29.9', '46.38.9', '82.92.1', '46.33.2', '47.29.3'];0
creazione di camere asettiche;['90.03.0'];['27.40.0', '43.91.0', '22.11.1', '30.30.0', '14.20.0', '26.40.0', '27.11.0', '10.89.0', '17.29.0', '28.99.9'];0
commercio all'ingrosso su base documentale di frutta e verdura;['46.31.1'];['46.38.9', '46.21.1', '10.39.0', '47.21.0', '46.22.0', '46.31.1', '46.31.2', '46.33.2', '46.21.2'];1
decorazione pelli a mano;['23.41.0', '18.12.0'];['43.33.0', '32.12.2', '15.11.0', '13.91.0', '14.20.0', '13.20.0', '95.29.0', '13.92.1', '23.19.2', '43.99.0'];0
progettazione componenti e sistemi;['62.02.0', '71.12.1'];['62.02.0', '29.31.0', '30.91.2', '62.01.0', '26.20.0', '26.12.0', '26.11.0', '25.11.0', '31.09.4', '30.92.2'];1
lavori conto terzi in agricoltura;['01.61.0', 'n.c.   '];['33.12.6', '01.62.0', '01.61.0', '70.21.0', '69.20.1', '66.19.3', '56.10.1', '02.40.0', '82.99.9', '33.12.7'];1
trasporto passeggeri acqua;['49.31.0'];['50.30.0', '49.31.0', '49.32.1', '49.10.0', '51.10.1', '49.50.2', '50.10.0', '51.21.0', '50.40.0', '36.00.0'];1
commercio al dettaglio articoli sportivi;['47.64.1'];['47.51.1', '46.42.1', '47.72.1', '32.30.0', '47.64.1', '47.41.0', '45.32.0', '47.71.1', '47.43.0', '47.78.3'];1
venditra prodotti da forno;['46.36.0', '10.71.1', '47.24.1', '46.69.9', '28.93.0'];['47.54.0', '73.11.0', '46.36.0', '47.52.4', '47.24.1', '47.11.5', '47.24.2', '47.26.0', '46.38.3', '47.78.3'];1
ingrosso generi alimentari e non;['46.90.0'];['46.34.2', '46.49.9', '46.39.2', '46.39.1', '47.11.3', '47.11.4', '82.92.2', '46.38.9', '82.92.1', '46.90.0'];1
commercio al dettaglio di impianti per riscaldamento;['47.52.1', '47.78.4', '43.22.0'];['47.54.0', '47.52.1', '46.43.1', '47.59.3', '47.78.4', '46.74.2', '47.42.0', '46.69.2', '47.59.5', '47.43.0'];1
prodotti in rame;['33.11.0'];['33.19.0', '23.49.0', '25.99.3', '46.77.1', '23.91.0', '24.44.0', '25.71.0', '23.41.0', '13.99.1', '25.93.1'];0
ciondoli e collane fatte a mano;['17.12.0'];['95.29.0', '26.51.2', '13.92.1', '28.13.0', '25.73.1', '23.19.2', '17.12.0', '32.40.2', '32.13.0', '14.19.1'];1
produzione di calcestruzzo pronto per l uso;['23.63.0'];['23.63.0', '28.92.0', '10.85.0', '17.23.0', '23.51.0', '23.52.1', '10.89.0', '23.69.0', '23.61.0'];1
produzione vernici all'acqua;['20.30.0'];['26.70.1', '28.23.0', '25.61.0', '20.30.0', '20.53.0', '16.29.4', '20.12.0', '22.19.0', '20.59.4', '25.30.0'];1
sartoria su misura;['14.13.2'];['15.20.1', '13.30.0', '14.13.2', '14.13.1', '14.31.0', '13.91.0', '95.29.0', '13.92.1', '17.12.0', '32.91.0'];1
associazione di tifosi;['94.99.2', '94.11.0', '93.12.0', '94.12.2'];['66.22.0', '94.99.9', '93.11.1', '94.11.0', '94.99.6', '94.12.2', '93.12.0', '93.19.1', '94.99.2', '94.99.3'];1
consulenza studi professionali;['62.02.0', '62.01.0', '86.22.0', '70.22.0', '69.20.1', '66.19.2', '69.20.3'];['62.02.0', '69.10.1', '74.90.2', '80.30.0', '69.20.1', '66.19.2', '90.03.0', '85.60.0', '69.20.3'];1
consulente alla vendita;['70.22.0', 'n.c.   ', '69.20.1', '69.20.3', '82.91.2'];['73.11.0', '69.20.1', '66.19.2', '47.41.0', '69.20.3', '47.89.0', '82.91.2', '47.81.0'];1
laboratorio gastronomia e pasticceria asporto;['56.10.2'];['56.10.4', '56.10.2', '56.10.3', '23.44.0', '95.24.0', '74.20.2', '10.13.0', '86.90.1'];1
pulizia generale non specializzata di edifici evaso ad integrazione del servizio basic note;['81.21.0'];['53.20.0', '33.12.1', '81.22.0', '33.12.5', '81.29.9', '43.39.0', '81.21.0', '82.99.9', '39.00.0'];1
container uso ufficio;['77.39.9'];['17.21.0', '46.15.0', '33.11.0', '77.33.0', '46.66.0', '47.78.1', '77.39.9', '29.20.0', '33.20.0'];1
ecommerce beni usati;['47.89.0', '47.79.3'];['47.11.1', '47.79.3', '47.91.1', '45.11.0', '47.41.0', '46.73.2', '47.89.0', '47.79.2', '46.21.2', '45.19.0'];1
campioni in maglia;['14.39.0'];['13.30.0', '14.19.2', '85.51.0', '14.31.0', '14.13.1', '13.91.0', '47.19.1', '32.30.0', '14.39.0', '93.19.9'];1
commercializzazione di integratori alimentari;['46.38.9'];['46.38.9', '46.46.1', '46.52.0', '46.34.1', '46.23.0', '46.46.2', '35.14.0', '46.75.0', '46.46.3', '47.29.3'];1
alimentare frutta e verdura;['46.31.1', '47.21.0'];['01.22.0', '10.32.0', '01.25.0', '46.17.0', '46.31.1', '47.21.0', '01.26.0', '10.39.0', '46.31.2'];1
attivita di gestione di portafogli per aif fondi di investimento alternativi con sede in italia nonche attivita promozionali e di marketing riguardo agli aif gestiti dalla societa di volta in volta da;['73.20.0'];['64.99.6', '66.19.1', '73.11.0', '70.22.0', '66.12.0', '69.20.1', '66.19.2', '61.20.0', '82.30.0', '66.29.0'];0
