QUERY,CIRCE,SEMANTIC,OVERLAP
associazione di volontariato dedicata ai bambini disabili,['94.99.5'],"['88.99.0', '87.20.0', '94.99.4', '94.99.2', '94.12.2', '88.10.0', '94.99.6', '94.99.9', '88.91.0', '94.99.5']",1
azienda sanitari locali,['86.22.0'],"['82.11.0', '47.52.2', '86.90.1', '33.20.0', '87.10.0', '81.22.0', '68.20.0', '75.00.0', '23.42.0', '96.09.0']",0
attiviti segnalazione immobiliare,['68.31.0'],"['84.25.1', '66.19.2', '68.32.0', '69.10.2', '82.99.9', '68.31.0', '64.99.1', '79.90.1', '97.00.0']",1
ideazione di campagne pubblicitarie,['73.11.0'],"['73.12.0', '73.11.0', '43.29.0', '78.10.0', '82.99.9', '82.91.2', '92.00.0', '18.12.0', '74.10.2']",1
consulenza resa da altri soggetti,['69.20.1'],"['74.90.1', '73.11.0', '62.02.0', '74.90.2', '02.40.0', '69.20.1', '74.90.9']",1
consulenza per gestione contratti di vendita,['70.22.0'],"['66.19.2', '74.90.3', '73.11.0', '70.22.0', '66.12.0', '82.99.9', '69.20.1', '74.90.9']",1
servizi gestione uffici temporanei in condivisione,['82.11.0'],"['82.19.0', '82.11.0', '77.39.9', '81.10.0', '68.20.0', '49.42.0', '77.33.0', '79.90.1']",1
societa' di pallavolo,['85.51.0'],"['93.19.9', '93.11.9', '84.22.0', '64.19.1', '61.30.0', '93.11.1', '93.12.0', '66.11.0', '93.29.9', '60.10.0']",0
coordinamento e gestione attiviti installazione,['96.02.0'],"['93.11.3', '43.22.0', '30.30.0', '43.29.0', '33.20.0', '62.09.0', '43.21.0']",0
vendita prodotti alimentari,['47.11.4'],"['46.38.9', '47.11.5', '35.14.0', '46.23.0', '46.33.2', '47.29.3', '46.38.3', '47.81.0', '47.29.9']",0
street  societa' cooperativa,['n.c.   '],"['19.10.0', '64.99.4', '77.21.0', '52.21.6', '94.99.4', '64.19.1', '38.11.0', '47.89.0', '49.41.0', '64.99.1']",0
lavori di muratura,['43.39.0'],"['84.25.1', '43.39.0', '43.33.0', '43.29.0', '42.91.0', '43.91.0', '43.99.0', '25.62.0']",1
lavorazione e trasformazione sale,['17.12.0'],"['20.16.0', '24.20.2', '32.40.1', '10.83.0', '27.11.0', '10.61.3', '08.93.0', '23.12.0', '10.89.0', '10.20.0']",0
ministero beni culturali,['84.12.4'],"['84.12.4', '84.21.0', '47.78.3', '90.03.0', '91.03.0', '46.49.9', '91.02.0', '90.04.0', '79.90.1', '47.79.2']",1
vendita minuto e all'ingrosso ferramenta,['46.74.1'],"['46.42.4', '46.73.2', '46.69.9', '46.48.0', '47.52.1', '46.66.0', '46.74.1', '46.44.2', '46.62.0', '46.49.9']",1
vendita ricambi elettronici,"['46.52.0', '46.69.9', '45.40.2']","['46.52.0', '95.22.0', '46.43.1', '47.41.0', '47.43.0', '35.14.0', '47.54.0', '46.69.2', '95.21.0', '26.11.0']",1
attivita relative ai beni immobili  affitti  intermediazioni e consulenze,"['68.31.0', '68.20.0']","['66.19.2', '68.32.0', '69.10.1', '64.99.5', '68.31.0', '68.20.0', '64.99.1', '97.00.0', '74.90.9']",1
commercio al dettaglio di carni e di prodotti a base di carne,['47.22.0'],"['47.29.1', '45.32.0', '47.71.4', '47.54.0', '47.23.0', '47.26.0', '47.22.0', '47.29.3', '47.81.0', '46.32.2']",1
impresa edile acquisto immobili,"['68.31.0', '41.20.0', '68.20.0']","['41.10.0', '42.91.0', '64.19.1', '68.10.0', '68.31.0', '68.20.0', '43.12.0', '64.99.1', '74.90.9']",1
locazione terreno commerciale,"['n.c.   ', '68.20.0']","['96.03.0', '73.12.0', '77.39.9', '35.14.0', '77.29.1', '68.20.0', '69.20.1', '74.90.9', '77.31.0']",1
servizi vari imprese,"['01.61.0', '73.20.0', '81.29.9', '82.99.9', 'n.c.   ']","['79.90.1', '80.30.0', '82.11.0', '82.99.9', '96.02.0', '68.20.0', '49.42.0', '75.00.0', '69.20.1', '80.10.0']",1
servizio di arte terapia,['86.90.2'],"['86.90.3', '87.20.0', '94.91.0', '82.99.9', '90.03.0', '81.29.1', '96.02.0', '85.52.0', '90.02.0']",0
intermediari commercio ricambi,['46.19.0'],"['46.18.9', '73.12.0', '64.99.5', '45.31.0', '45.40.1', '52.29.2', '45.19.0', '46.17.0', '64.99.1', '45.40.2']",0
associazione sportiva danza,"['85.51.0', '93.12.0']","['93.19.9', '84.12.4', '46.16.0', '93.19.1', '94.99.2', '94.12.2', '85.51.0', '85.52.0', '93.12.0', '94.11.0']",1
commercio al dettaglio articoli puericultura pesante,['47.65.0'],"['47.71.1', '47.52.1', '47.78.3', '47.78.9', '47.51.1', '47.26.0', '47.71.2', '47.65.0']",1
farmacista in strutture di terzi,['47.73.1'],"['47.73.2', '82.11.0', '47.73.1', '46.46.1', '87.10.0', '52.10.2', '02.40.0', '70.21.0', '46.18.3', '69.20.1']",1
disegno tecnico cad,['74.10.3'],"['71.12.3', '26.12.0', '30.30.0', '71.20.1', '71.12.2', '43.91.0', '90.03.0', '74.10.3', '26.51.2', '74.90.9']",1
agente rappresentante spazi pubblicitari,['73.12.0'],"['46.18.9', '46.16.0', '66.22.0', '73.12.0', '43.29.0', '46.15.0', '46.11.0', '46.17.0', '46.18.2']",1
produzione e vendita prodotti a base di latte,"['10.13.0', '10.51.2']","['47.29.1', '10.82.0', '01.45.0', '10.85.0', '26.60.0', '47.22.0', '01.41.0', '10.51.2', '10.89.0', '46.33.1']",1
tulps co    lett a,['31.09.1'],"['19.10.0', '01.16.0', '10.83.0', '43.91.0', '13.92.2', '10.39.0', '08.92.0', '01.49.3', '01.15.0', '10.84.0']",0
imntermedizione e provvigioni,['35.21.0'],"['43.33.0', '74.30.0', '43.13.0', '18.14.0', '60.20.0', '43.91.0', '82.92.1', '33.12.1', '82.92.2', '13.30.0']",0
commercio di dispositivi elettromedicali,"['26.60.0', '46.46.3', '47.74.0']","['46.52.0', '46.46.3', '46.43.1', '46.46.1', '47.52.1', '47.78.2', '35.14.0', '47.54.0', '46.69.2', '47.74.0']",1
laboratorio artigianale produzione e vendita cibi da asporto,['56.10.2'],"['25.99.1', '10.13.0', '10.85.0', '26.70.2', '23.44.0', '31.02.0', '28.24.0', '32.50.1', '56.10.2']",1
progettazione sviluppo ingegneristico,"['71.12.2', '62.01.0', '72.19.0', '71.12.1']","['30.12.0', '71.12.2', '30.30.0', '62.01.0', '62.02.0', '71.12.1', '81.10.0', '68.20.0', '72.19.0']",1
gestione stabilimenti balneari,['93.29.2'],"['93.11.3', '93.11.2', '93.29.2', '49.50.2', '93.11.9', '03.21.0', '93.11.1', '96.04.2', '93.13.0', '49.50.1']",1
confezionamento prodotti non alimentari,['82.92.2'],"['23.99.0', '27.33.0', '10.85.0', '20.59.5', '27.52.0', '20.59.9', '82.92.1', '82.92.2', '10.91.0', '10.89.0']",1
negozio di strumenti musicali,['47.59.6'],"['47.63.0', '32.20.0', '47.52.1', '47.43.0', '47.59.6', '95.29.0', '59.20.3', '46.49.9', '32.40.2', '33.19.0']",1
commercio prodotti stimolanti per piante vegetali,['46.33.2'],"['73.11.0', '47.76.1', '01.61.0', '47.78.3', '47.89.0', '20.20.0', '46.46.2', '46.75.0', '46.22.0', '01.27.0']",0
insegnamento lingua straniera freelance,['85.59.3'],"['58.29.0', '66.19.2', '74.30.0', '85.59.9', '96.02.0', '85.52.0', '70.21.0', '49.42.0', '56.10.4', '85.59.3']",1
consulenza attivita industriale,['70.22.0'],"['66.19.2', '74.10.1', '69.10.1', '70.22.0', '62.02.0', '74.90.2', '74.90.9']",1
cura alla persona,['20.42.0'],"['86.90.3', '86.90.2', '87.20.0', '95.11.0', '95.29.0', '85.59.9', '56.29.1', '86.10.2', '75.00.0', '96.09.0']",0
approvvigionamento mezzi per l'agricoltura,['46.61.0'],"['33.12.6', '01.61.0', '33.12.7', '47.52.4', '20.20.0', '49.41.0', '28.30.9', '46.69.1', '28.30.1', '77.31.0']",0
commercio dettaglio calzature da lavoro,"['15.20.1', '47.72.1']","['46.42.4', '47.71.1', '47.41.0', '47.79.3', '15.20.1', '47.51.1', '47.64.1', '47.78.1', '47.82.0', '47.72.1']",1
noleggio con operatore di strutture ed attrezzature per manifestazioni e spettacoli settore attivita,['90.02.0'],"['77.31.0', '77.21.0', '43.99.0', '77.39.9', '77.29.9', '51.21.0', '93.29.9', '51.10.2', '90.02.0']",1
commercio al dettaglio borse,['47.72.2'],"['45.32.0', '47.41.0', '47.11.5', '47.54.0', '47.79.3', '47.51.1', '47.26.0', '47.72.1', '47.59.5', '47.25.0']",0
addetti alla contabilitaddetti alla contabilita,['69.20.1'],"['74.90.1', '66.22.0', '28.23.0', '64.19.4', '66.21.0', '69.20.1', '74.10.9']",1
"attiviti costruzione, commercializzazione, vendita di stabilimenti, impianti, macchine, parti ausiliarie e complementari, di prodotti e servizi che comunque interessino il settore siderurgico, metallurgico e impiantistico",['28.91.0'],"['30.91.1', '46.14.0', '28.94.1', '32.30.0', '28.29.2', '23.69.0', '25.11.0', '28.41.0', '32.50.1', '84.13.3']",0
commercio all'ingrosso materiale elettrico,['46.47.3'],"['46.52.0', '47.59.2', '46.43.1', '35.14.0', '47.54.0', '47.59.3', '46.69.2', '46.47.3', '46.49.9']",1
tutor dell     apprendimento,[],"['55.90.2', '62.02.0', '85.59.9', '85.59.2', '85.51.0', '85.52.0', '85.60.0', '85.59.3']",0
artigiano di mobili,['31.09.1'],"['23.70.1', '46.47.1', '46.15.0', '95.24.0', '31.09.4', '31.09.5', '31.02.0', '31.09.1', '16.23.2']",1
casa della comunitcasa della comunita,['55.10.0'],"['87.90.0', '55.90.2', '87.20.0', '87.30.0', '56.30.0', '95.29.0', '64.19.4', '56.29.1', '97.00.0', '16.23.2']",0
docenza di marketing,['73.20.0'],"['86.23.0', '46.46.1', '73.11.0', '70.22.0', '56.10.1', '82.99.9', '70.21.0', '66.11.0', '69.20.1']",0
casa faiglia anziani autosufficenti,['87.10.0'],"['87.90.0', '87.20.0', '87.30.0', '88.10.0', '87.10.0', '98.10.0', '31.09.1', '98.20.0', '16.23.2', '96.09.0']",1
associazione sportiva dilettantistica automobilismo,"['94.99.2', '93.12.0']","['45.20.4', '45.20.9', '66.22.0', '94.99.2', '94.12.2', '94.99.6', '45.20.1', '93.12.0', '49.41.0', '94.11.0']",1
fabbricazione e vendita oggetti,"['32.30.0', '25.71.0', '22.29.0', '16.29.1', '17.29.0', '25.99.3', '20.41.2']","['23.19.2', '32.40.1', '32.30.0', '47.78.3', '32.40.2', '32.12.1', '31.09.4', '32.99.3', '25.99.3', '25.40.0']",1
vendita on line auto,['45.11.0'],"['45.32.0', '47.91.3', '45.31.0', '45.11.0', '47.91.2', '45.19.0', '92.00.0', '47.91.1', '18.12.0', '45.40.2']",1
autista di camion,['49.41.0'],"['77.12.0', '45.20.9', '52.21.6', '94.99.2', '45.20.1', '49.41.0', '49.32.1', '51.21.0', '49.20.0', '85.32.0']",1
"bar, caffe', anche con servizi di tavola calda e fredda, internet, ricevitorie totocalcio, totip e lotto, vendita biglietti lotterie, servizi lottomatica, valori bollati, compresa torrefazione e tabacchi non coesistenti con discoteche nights senza produzione propria di pasticceria e gelateria",['56.30.0'],"['96.01.2', '93.11.9', '56.10.1', '33.20.0', '93.12.0', '92.00.0', '46.17.0', '18.12.0', '46.18.1', '47.25.0']",0
valutatore della qualitegli annunci,[],"['66.19.2', '80.30.0', '66.22.0', '71.20.1', '78.10.0', '58.12.0', '82.91.2', '92.00.0', '66.11.0']",0
intermediario vendita auto,['45.11.0'],"['73.12.0', '45.31.0', '45.11.0', '45.40.1', '52.29.2', '45.19.0', '64.99.1', '45.40.2']",1
fabbricazione e rigenerazione ricambi,['30.30.0'],"['25.73.1', '30.91.2', '30.92.1', '22.11.2', '27.11.0', '30.92.2', '33.12.9', '13.99.1', '26.20.0', '27.90.0']",0
"posa in opera di infissi, arredi, controsoffitti, pareti mobili e simili",['43.32.0'],"['45.20.4', '43.33.0', '43.99.0', '43.29.0', '95.24.0', '43.32.0', '43.34.0']",1
riparazione e manutenzione di navi commerciali e imbarcazioni da diporto,['33.15.0'],"['33.15.0', '95.11.0', '33.12.1', '33.16.0', '33.12.4', '33.12.5', '33.11.0']",1
rivendita articoli sportivi,['47.64.1'],"['46.42.1', '47.71.1', '93.19.1', '77.21.0', '73.11.0', '32.30.0', '47.64.1', '46.49.4', '93.12.0', '14.19.2']",1
trasporto conto terzi di merce su strada,['49.41.0'],"['52.24.4', '77.39.1', '49.50.2', '50.40.0', '50.20.0', '49.41.0', '02.40.0', '51.21.0', '46.69.1', '49.20.0']",1
associazione ludico culturale,['94.99.2'],"['84.12.4', '93.19.1', '94.99.2', '94.12.2', '94.99.6', '93.12.0', '85.52.0', '93.29.9', '94.11.0', '79.90.1']",1
agenzia d     affari vigilanza,"['45.11.0', '73.12.0']","['80.30.0', '66.29.0', '66.22.0', '79.11.0', '80.20.0', '82.91.2', '66.11.0', '94.11.0', '80.10.0', '64.11.0']",0
scerbatura e giardinaggio,['81.30.0'],"['01.64.0', '01.23.0', '95.22.0', '47.75.2', '01.30.0', '02.10.0', '01.19.1', '75.00.0', '01.19.9', '01.63.0']",0
reti da recinzioni,['25.93.1'],"['26.30.2', '95.11.0', '13.94.0', '43.91.0', '33.14.0', '95.12.0', '45.20.1', '13.99.2', '33.11.0', '33.19.0']",0
vendita biglietti trenitalia,['52.21.1'],"['73.12.0', '47.91.3', '49.10.0', '35.14.0', '45.11.0', '47.91.2', '47.78.3', '45.19.0', '92.00.0', '47.91.1']",0
servizi inerente l'impiantistica,"['93.29.2', '43.22.0', 'n.c.   ']","['80.30.0', '82.11.0', '71.12.2', '80.20.0', '62.02.0', '71.12.1', '96.02.0', '81.10.0', '74.90.9', '30.11.0']",0
sondaggi mercati nazionali,['73.20.0'],"['80.30.0', '66.22.0', '47.11.2', '73.20.0', '84.22.0', '64.19.1', '56.29.1', '82.91.2', '63.12.0', '66.11.0']",1
tecnico automazione industriale,['28.99.2'],"['26.51.1', '28.23.0', '27.52.0', '33.20.0', '81.22.0', '90.03.0', '74.10.3', '74.90.9', '20.11.0']",0
commercio dettaglio abbigli,['47.71.1'],"['47.71.1', '47.41.0', '47.11.5', '47.54.0', '47.78.3', '47.26.0', '47.51.1', '47.64.1', '47.29.3', '47.25.0']",1
intermediazione commercio  luce,['46.19.0'],"['61.90.9', '73.12.0', '35.14.0', '64.99.5', '47.59.3', '45.31.0', '46.47.3', '68.31.0', '64.99.1', '74.90.9']",0
"falegnameria, costruzione mobili porte e finestre",['16.23.1'],"['31.01.2', '23.70.1', '31.09.4', '31.02.0', '31.09.1', '32.50.1', '25.12.1', '16.23.2', '16.23.1']",1
attiviti consulenza nel campo dell'energia,['74.90.1'],"['66.19.2', '74.90.3', '69.10.1', '70.22.0', '62.02.0', '69.20.3', '74.90.2']",0
fabbricazione di macchine per la formatura dei metalli e di altre macchine utensili,"['28.41.0', '46.62.0']","['28.99.9', '28.91.0', '28.29.2', '25.11.0', '28.41.0', '33.12.9', '25.99.3', '31.01.2', '28.30.9', '28.95.0']",1
confezionamento prodotti cosmetici,['82.92.2'],"['20.42.0', '14.20.0', '20.59.9', '82.92.1', '32.99.3', '20.53.0', '13.92.1', '20.14.0', '14.12.0', '20.59.1']",0
commercializzazione al dettaglio abbigliamento,['46.42.1'],"['46.42.1', '47.71.1', '47.71.4', '47.71.3', '47.79.3', '47.51.1', '47.26.0', '47.25.0', '46.41.1', '47.72.1']",1
commercio all     ingtros,['n.c.   '],"['46.42.4', '46.52.0', '46.42.1', '46.73.2', '46.48.0', '46.76.3', '46.46.1', '46.34.1', '46.72.2', '46.41.1']",0
gestione attivita sviluppo,['62.01.0'],"['93.11.3', '93.11.2', '84.12.3', '93.11.9', '01.61.0', '82.99.9', '93.11.1', '93.13.0', '68.20.0', '52.21.1']",0
servizi degli studi medici di medicina  generico,"['86.22.0', '86.21.0']","['86.23.0', '80.30.0', '69.10.1', '86.22.0', '82.99.9', '86.10.1', '96.02.0', '86.21.0', '96.09.0']",1
commercio ingrosso casalinghi,['46.49.9'],"['46.42.1', '46.42.4', '46.73.2', '46.37.0', '46.76.3', '46.43.1', '46.44.2', '46.69.2', '46.42.2', '46.41.1']",0
consulente tecnico amministrativo,['n.c.   '],"['74.90.1', '66.19.2', '69.10.1', '62.02.0', '69.20.3', '74.90.2', '69.20.1', '74.90.9']",0
trasporto merci strada,['49.41.0'],"['52.24.4', '52.24.3', '49.50.2', '50.40.0', '50.20.0', '49.41.0', '49.32.1', '51.21.0', '51.22.0', '49.20.0']",1
ristorazione e catering,['56.21.0'],"['56.10.5', '56.10.1', '85.59.2', '82.92.1', '47.22.0', '56.21.0', '56.10.4', '56.10.3', '96.09.0']",1
produzione cassette pronto soccorso,['46.46.3'],"['10.13.0', '32.99.4', '15.20.1', '26.40.0', '26.60.0', '23.52.2', '17.29.0', '32.50.1', '10.71.2', '27.90.0']",0
pizzeria a taglio,['56.10.2'],"['10.85.0', '56.30.0', '14.13.2', '53.20.0', '25.62.0', '10.39.0', '47.11.3', '56.10.4', '16.10.0', '56.10.2']",1
direzione didattica de amicis,['84.12.2'],"['03.22.0', '85.53.0', '94.12.2', '85.51.0', '85.52.0', '88.91.0', '85.60.0', '66.11.0']",0
fabbricazione di altri prodotti in metallo,"['25.99.9', '32.99.9', '16.29.1', '17.29.0', '10.89.0']","['25.99.1', '32.99.1', '26.11.0', '20.59.9', '25.93.1', '25.99.3', '31.01.2', '25.91.0', '33.11.0', '23.49.0']",0
sicurezza di processo,['74.90.2'],"['84.23.0', '80.30.0', '96.03.0', '71.20.2', '15.20.1', '74.90.2', '47.59.5', '20.51.0', '32.99.1']",1
assemblaggi di componenti,"['27.51.0', '31.09.2', '31.09.1', 'n.c.   ', '32.40.2', '26.11.0']","['26.12.0', '28.25.0', '26.70.1', '33.20.0', '24.53.0', '25.11.0', '31.09.4', '29.31.0', '41.20.0', '26.11.0']",1
consulenza tecnica auto e moto,"['45.11.0', '71.20.2']","['45.20.4', '45.20.3', '30.91.2', '62.02.0', '74.90.2', '45.20.1', '33.12.1', '45.40.3', '33.12.5', '74.90.9']",0
installazione strumentazione elettronica,"['46.52.0', '45.20.3', '33.20.0']","['45.20.3', '43.29.0', '33.20.0', '62.09.0', '43.21.0']",1
supporto alla vendita,['46.18.1'],"['82.19.0', '47.91.3', '73.11.0', '47.41.0', '70.22.0', '58.11.0', '46.43.2', '46.49.9', '69.20.1', '90.02.0']",0
agenti e rappresentanti metalli,['46.12.0'],"['46.18.9', '46.16.0', '46.14.0', '46.12.0', '46.15.0', '46.11.0', '46.18.2']",1
trasporto ferroviario merci,['49.20.0'],"['52.24.4', '52.24.3', '49.10.0', '50.20.0', '50.40.0', '52.24.1', '49.41.0', '51.21.0', '51.22.0', '49.20.0']",1
mediazione di affari,['46.19.0'],"['66.19.2', '61.90.9', '73.12.0', '64.99.5', '66.12.0', '46.17.0', '68.31.0', '64.99.1', '46.18.3', '46.18.1']",0
"studio, lorganizzazione, la realizzazione di attivitdi propaganda e promozione e di relazioni pubbliche in gene re, a favore di atleti agonisti e non, di tutte le discipline sportive",['70.21.0'],"['84.12.4', '93.19.9', '94.99.1', '93.19.1', '73.11.0', '32.30.0', '63.91.0', '73.20.0', '94.11.0', '60.10.0']",0
costruzione macchine ed apparecchiature industrialiu,"['28.92.0', '28.49.0', '28.94.1', '28.23.0', '28.93.0', '28.30.9', '28.99.1']","['28.99.9', '28.22.0', '28.23.0', '33.20.0', '28.11.1', '25.11.0', '29.31.0', '26.20.0', '25.40.0', '32.99.1']",1
confezione in serie di abbigliamento,['14.13.1'],"['47.71.1', '14.20.0', '14.13.1', '14.13.2', '14.14.0', '14.19.1', '14.19.2', '14.11.0', '14.12.0', '13.92.1']",1
colture miste vitivinicole,['01.21.0'],"['01.11.4', '01.21.0', '01.16.0', '11.02.2', '01.29.0', '11.02.1', '01.50.0', '11.01.0', '01.19.2', '01.27.0']",1
servizi riabilitativi infermieristici,['86.90.2'],"['87.20.0', '65.20.0', '80.30.0', '87.10.0', '86.22.0', '81.29.1', '96.02.0', '81.10.0', '75.00.0']",0
vendita dettaglio chincaglierie,['47.78.3'],"['46.18.9', '47.52.1', '47.78.3', '47.26.0', '47.78.9', '47.52.4', '47.89.0', '47.79.2']",1
produzione e fornitura energia elettrica,"['35.14.0', '35.11.0']","['27.20.0', '35.13.0', '35.14.0', '27.11.0', '27.32.0', '02.20.0', '29.31.0', '27.12.0', '35.11.0', '35.12.0']",1
cuoco in alberhi,['96.09.0'],"['55.10.0', '56.30.0', '10.83.0', '56.10.1', '56.21.0', '25.99.3', '96.02.0', '49.41.0', '56.10.4', '01.49.1']",0
produz materiali tessili per la casa,"['46.41.9', '13.20.0', '47.51.1', '17.22.0', '47.53.1', '13.92.2', '13.10.0']","['01.16.0', '46.16.0', '28.94.1', '47.51.1', '38.11.0', '13.99.9', '31.02.0', '31.09.1', '47.82.0', '20.59.6']",1
creazione borse e maglioni uncinetto,['15.12.0'],"['25.73.1', '17.23.0', '82.19.0', '32.40.1', '73.11.0', '95.29.0', '32.12.1', '32.99.3', '14.19.1', '32.40.2']",0
fornitura servizi pullman,['78.10.0'],"['94.91.0', '52.29.2', '49.39.0', '53.20.0', '81.29.1', '35.30.0', '49.42.0', '75.00.0', '29.10.0', '80.10.0']",0
ariete soc coop,['n.c.   '],"['19.10.0', '84.23.0', '10.51.2', '66.22.0', '94.99.2', '64.19.1', '84.30.0', '94.11.0', '10.84.0', '38.22.0']",0
locazione commerciale di beni mobili,"['77.29.9', '64.91.0', '68.20.0']","['73.12.0', '77.39.9', '46.47.1', '46.65.0', '77.29.1', '68.20.0', '64.99.1', '74.90.9', '47.79.2']",1
vendita prodotti per inalazione,"['47.78.6', '47.78.3', '47.64.1', 'n.c.   ', '46.31.1', '46.19.0']","['46.73.2', '46.37.0', '73.11.0', '47.78.3', '47.59.3', '47.52.4', '46.47.3', '46.74.2', '46.75.0', '46.35.0']",1
attiviti costruzione di altre opere di ingegneria esclusi edifici,['42.99.0'],"['43.39.0', '43.99.0', '42.91.0', '71.11.0', '43.29.0', '71.12.1', '16.29.1', '41.20.0', '42.99.0', '16.23.2']",1
"costruzione, assistenza e manutenzione di ascensori e montacarichi, costruzione, assistenza e manutenzione di impianti elettrici",['43.29.0'],"['33.12.3', '45.20.3', '43.22.0', '95.22.0', '43.29.0', '71.12.1', '33.14.0', '28.22.0', '43.21.0']",1
commercio online prodotti senza magazzino,['47.91.1'],"['46.52.0', '47.59.2', '46.31.1', '46.90.0', '46.39.1', '46.72.2', '46.34.2', '47.91.1', '47.19.9', '46.76.9']",1
fabbricazione di altre macchine ed attrezzature per impieghi speciali nca tramite conto terzi,['28.99.9'],"['29.32.0', '28.29.9', '28.99.9', '28.49.0', '27.33.0', '32.99.9', '20.59.9', '28.22.0', '27.90.0', '32.99.1']",1
servizi web e ecommerce,"['63.11.3', '47.91.1']","['63.11.1', '63.11.3', '69.10.1', '45.11.0', '53.20.0', '96.02.0', '63.12.0', '85.60.0', '69.20.1']",1
tecnico suono musicale,"['59.20.3', '90.02.0']","['32.20.0', '59.20.2', '95.29.0', '59.20.3', '90.03.0', '26.40.0', '46.49.9', '85.52.0', '74.10.3', '32.40.2']",1
strutture di assistenza residenziale per anziani cod reg,['87.10.0'],"['87.90.0', '87.20.0', '87.30.0', '88.99.0', '82.11.0', '88.10.0', '87.10.0', '86.10.4', '68.20.0', '55.20.5']",1
commercio ingrosso aliemtari preconezionati all'origine,['46.39.2'],"['46.38.9', '46.73.2', '46.76.3', '46.72.1', '46.90.0', '46.73.1', '46.72.2', '46.38.3', '46.41.1']",0
"acquisto, vendita e gestione per proprio conto di partecipazioni",['68.32.0'],"['68.32.0', '84.13.7', '35.14.0', '68.10.0', '64.99.3', '68.31.0', '02.40.0', '66.19.3', '69.20.1', '74.90.9']",1
commercio all     ingrosso specializzato di prodotti alimentari,"['46.38.9', '46.39.2', '46.33.2']","['46.42.1', '46.38.9', '46.76.3', '46.34.1', '46.90.0', '47.54.0', '46.39.2', '46.39.1', '47.29.9', '46.35.0']",1
commercio generi alimentari,['47.11.4'],"['46.38.9', '46.21.1', '47.51.1', '46.33.2', '82.92.1', '47.29.3', '46.36.0', '47.29.9', '46.41.1', '47.24.1']",0
creazione di camere asettiche,['90.03.0'],"['28.99.9', '14.20.0', '22.11.1', '30.30.0', '43.91.0', '27.11.0', '27.40.0', '26.40.0', '17.29.0', '10.89.0']",0
commercio all'ingrosso su base documentale di frutta e verdura,['46.31.1'],"['46.38.9', '46.21.2', '46.21.1', '46.33.2', '46.31.2', '10.39.0', '47.21.0', '46.31.1', '46.22.0']",1
decorazione pelli a mano,"['18.12.0', '23.41.0']","['15.11.0', '23.19.2', '13.91.0', '13.20.0', '14.20.0', '43.33.0', '43.99.0', '32.12.2', '95.29.0', '13.92.1']",0
progettazione componenti e sistemi,"['62.02.0', '71.12.1']","['30.91.2', '26.12.0', '62.01.0', '62.02.0', '25.11.0', '31.09.4', '30.92.2', '29.31.0', '26.20.0', '26.11.0']",1
lavori conto terzi in agricoltura,"['01.61.0', 'n.c.   ']","['33.12.6', '01.62.0', '01.61.0', '33.12.7', '56.10.1', '82.99.9', '70.21.0', '02.40.0', '66.19.3', '69.20.1']",1
trasporto passeggeri acqua,['49.31.0'],"['50.10.0', '51.10.1', '49.50.2', '49.10.0', '50.30.0', '50.40.0', '49.32.1', '51.21.0', '36.00.0', '49.31.0']",1
commercio al dettaglio articoli sportivi,['47.64.1'],"['46.42.1', '47.71.1', '45.32.0', '47.41.0', '47.43.0', '32.30.0', '47.78.3', '47.51.1', '47.64.1', '47.72.1']",1
venditra prodotti da forno,"['46.69.9', '28.93.0', '46.36.0', '10.71.1', '47.24.1']","['73.11.0', '47.11.5', '47.54.0', '47.78.3', '47.26.0', '47.24.2', '47.52.4', '46.36.0', '46.38.3', '47.24.1']",1
ingrosso generi alimentari e non,['46.90.0'],"['46.38.9', '46.90.0', '47.11.4', '46.39.2', '46.39.1', '82.92.1', '46.34.2', '82.92.2', '46.49.9', '47.11.3']",1
commercio al dettaglio di impianti per riscaldamento,"['47.78.4', '43.22.0', '47.52.1']","['47.78.4', '46.43.1', '47.52.1', '47.43.0', '47.54.0', '47.59.3', '46.69.2', '46.74.2', '47.59.5', '47.42.0']",1
prodotti in rame,['33.11.0'],"['23.91.0', '23.41.0', '25.93.1', '24.44.0', '33.19.0', '25.99.3', '25.71.0', '13.99.1', '46.77.1', '23.49.0']",0
ciondoli e collane fatte a mano,['17.12.0'],"['25.73.1', '23.19.2', '28.13.0', '26.51.2', '95.29.0', '32.13.0', '14.19.1', '17.12.0', '32.40.2', '13.92.1']",1
produzione di calcestruzzo pronto per l     uso,['23.63.0'],"['28.92.0', '23.51.0', '17.23.0', '10.85.0', '23.61.0', '23.69.0', '23.52.1', '23.63.0', '10.89.0']",1
produzione vernici all'acqua,['20.30.0'],"['25.61.0', '20.59.4', '28.23.0', '25.30.0', '20.12.0', '26.70.1', '16.29.4', '20.53.0', '22.19.0', '20.30.0']",1
sartoria su misura,['14.13.2'],"['32.91.0', '13.91.0', '14.13.1', '14.31.0', '14.13.2', '15.20.1', '95.29.0', '13.92.1', '17.12.0', '13.30.0']",1
associazione di tifosi,"['94.99.2', '94.12.2', '93.12.0', '94.11.0']","['93.19.1', '66.22.0', '94.99.2', '94.12.2', '94.99.6', '93.11.1', '94.99.9', '93.12.0', '94.11.0', '94.99.3']",1
